0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x0d25 | 0b0110100100101 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=false,facing=east]
0x0d26 | 0b0110100100110 | --- | --------------------------------------- | ---
0x0d27 | 0b0110100100111 | --- | --------------------------------------- | ---
0x0d28 | 0b0110100101000 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=down]
0x0d29 | 0b0110100101001 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=up]
0x0d2a | 0b0110100101010 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=north]
0x0d2b | 0b0110100101011 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=south]
0x0d2c | 0b0110100101100 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=west]
0x0d2d | 0b0110100101101 | 210 | minecraft:repeating_command_block       | minecraft:repeating_command_block[conditional=true,facing=east]
0x0d2e | 0b0110100101110 | --- | --------------------------------------- | ---
0x0d2f | 0b0110100101111 | --- | --------------------------------------- | ---
0x0d30 | 0b0110100110000 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=down]
0x0d31 | 0b0110100110001 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=up]
0x0d32 | 0b0110100110010 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=north]
0x0d33 | 0b0110100110011 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=south]
0x0d34 | 0b0110100110100 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=west]
0x0d35 | 0b0110100110101 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=false,facing=east]
0x0d36 | 0b0110100110110 | --- | --------------------------------------- | ---
0x0d37 | 0b0110100110111 | --- | --------------------------------------- | ---
0x0d38 | 0b0110100111000 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=down]
0x0d39 | 0b0110100111001 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=up]
0x0d3a | 0b0110100111010 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=north]
0x0d3b | 0b0110100111011 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=south]
0x0d3c | 0b0110100111100 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=west]
0x0d3d | 0b0110100111101 | 211 | minecraft:chain_command_block           | minecraft:chain_command_block[conditional=true,facing=east]
0x0d3e | 0b0110100111110 | --- | --------------------------------------- | ---
0x0d3f | 0b0110100111111 | --- | --------------------------------------- | ---
0x0d40 | 0b0110101000000 | 212 | minecraft:frosted_ice                   | minecraft:frosted_ice[age=0]
0x0d41 | 0b0110101000001 | 212 | minecraft:frosted_ice                   | minecraft:frosted_ice[age=1]
0x0d42 | 0b0110101000010 | 212 | minecraft:frosted_ice                   | minecraft:frosted_ice[age=2]
0x0d43 | 0b0110101000011 | 212 | minecraft:frosted_ice                   | minecraft:frosted_ice[age=3]
0x0d44 | 0b0110101000100 | --- | --------------------------------------- | ---
0x0d45 | 0b0110101000101 | --- | --------------------------------------- | ---
0x0d46 | 0b0110101000110 | --- | --------------------------------------- | ---
0x0d47 | 0b0110101000111 | --- | --------------------------------------- | ---
0x0d48 | 0b0110101001000 | --- | --------------------------------------- | ---
0x0d49 | 0b0110101001001 | --- | --------------------------------------- | ---
0x0d4a | 0b0110101001010 | --- | --------------------------------------- | ---
0x0d4b | 0b0110101001011 | --- | --------------------------------------- | ---
0x0d4c | 0b0110101001100 | --- | --------------------------------------- | ---
0x0d4d | 0b0110101001101 | --- | --------------------------------------- | ---
0x0d4e | 0b0110101001110 | --- | --------------------------------------- | ---
0x0d4f | 0b0110101001111 | --- | --------------------------------------- | ---
0x0d50 | 0b0110101010000 | 213 | minecraft:magma                         | minecraft:magma
0x0d51 | 0b0110101010001 | --- | --------------------------------------- | ---
0x0d52 | 0b0110101010010 | --- | --------------------------------------- | ---
0x0d53 | 0b0110101010011 | --- | --------------------------------------- | ---
0x0d54 | 0b0110101010100 | --- | --------------------------------------- | ---
0x0d55 | 0b0110101010101 | --- | --------------------------------------- | ---
0x0d56 | 0b0110101010110 | --- | --------------------------------------- | ---
0x0d57 | 0b0110101010111 | --- | --------------------------------------- | ---
0x0d58 | 0b0110101011000 | --- | --------------------------------------- | ---
0x0d59 | 0b0110101011001 | --- | --------------------------------------- | ---
0x0d5a | 0b0110101011010 | --- | --------------------------------------- | ---
0x0d5b | 0b0110101011011 | --- | --------------------------------------- | ---
0x0d5c | 0b0110101011100 | --- | --------------------------------------- | ---
0x0d5d | 0b0110101011101 | --- | --------------------------------------- | ---
0x0d5e | 0b0110101011110 | --- | --------------------------------------- | ---
0x0d5f | 0b0110101011111 | --- | --------------------------------------- | ---
0x0d60 | 0b0110101100000 | 214 | minecraft:nether_wart_block             | minecraft:nether_wart_block
0x0d61 | 0b0110101100001 | --- | --------------------------------------- | ---
0x0d62 | 0b0110101100010 | --- | --------------------------------------- | ---
0x0d63 | 0b0110101100011 | --- | --------------------------------------- | ---
0x0d64 | 0b0110101100100 | --- | --------------------------------------- | ---
0x0d65 | 0b0110101100101 | --- | --------------------------------------- | ---
0x0d66 | 0b0110101100110 | --- | --------------------------------------- | ---
0x0d67 | 0b0110101100111 | --- | --------------------------------------- | ---
0x0d68 | 0b0110101101000 | --- | --------------------------------------- | ---
0x0d69 | 0b0110101101001 | --- | --------------------------------------- | ---
0x0d6a | 0b0110101101010 | --- | --------------------------------------- | ---
0x0d6b | 0b0110101101011 | --- | --------------------------------------- | ---
0x0d6c | 0b0110101101100 | --- | --------------------------------------- | ---
0x0d6d | 0b0110101101101 | --- | --------------------------------------- | ---
0x0d6e | 0b0110101101110 | --- | --------------------------------------- | ---
0x0d6f | 0b0110101101111 | --- | --------------------------------------- | ---
0x0d70 | 0b0110101110000 | 215 | minecraft:red_nether_brick              | minecraft:red_nether_brick
0x0d71 | 0b0110101110001 | --- | --------------------------------------- | ---
0x0d72 | 0b0110101110010 | --- | --------------------------------------- | ---
0x0d73 | 0b0110101110011 | --- | --------------------------------------- | ---
0x0d74 | 0b0110101110100 | --- | --------------------------------------- | ---
0x0d75 | 0b0110101110101 | --- | --------------------------------------- | ---
0x0d76 | 0b0110101110110 | --- | --------------------------------------- | ---
0x0d77 | 0b0110101110111 | --- | --------------------------------------- | ---
0x0d78 | 0b0110101111000 | --- | --------------------------------------- | ---
0x0d79 | 0b0110101111001 | --- | --------------------------------------- | ---
0x0d7a | 0b0110101111010 | --- | --------------------------------------- | ---
0x0d7b | 0b0110101111011 | --- | --------------------------------------- | ---
0x0d7c | 0b0110101111100 | --- | --------------------------------------- | ---
0x0d7d | 0b0110101111101 | --- | --------------------------------------- | ---
0x0d7e | 0b0110101111110 | --- | --------------------------------------- | ---
0x0d7f | 0b0110101111111 | --- | --------------------------------------- | ---
0x0d80 | 0b0110110000000 | 216 | minecraft:bone_block                    | minecraft:bone_block[axis=y]
0x0d81 | 0b0110110000001 | --- | --------------------------------------- | ---
0x0d82 | 0b0110110000010 | --- | --------------------------------------- | ---
0x0d83 | 0b0110110000011 | --- | --------------------------------------- | ---
0x0d84 | 0b0110110000100 | 216 | minecraft:bone_block                    | minecraft:bone_block[axis=x]
0x0d85 | 0b0110110000101 | --- | --------------------------------------- | ---
0x0d86 | 0b0110110000110 | --- | --------------------------------------- | ---
0x0d87 | 0b0110110000111 | --- | --------------------------------------- | ---
0x0d88 | 0b0110110001000 | 216 | minecraft:bone_block                    | minecraft:bone_block[axis=z]
0x0d89 | 0b0110110001001 | --- | --------------------------------------- | ---
0x0d8a | 0b0110110001010 | --- | --------------------------------------- | ---
0x0d8b | 0b0110110001011 | --- | --------------------------------------- | ---
0x0d8c | 0b0110110001100 | --- | --------------------------------------- | ---
0x0d8d | 0b0110110001101 | --- | --------------------------------------- | ---
0x0d8e | 0b0110110001110 | --- | --------------------------------------- | ---
0x0d8f | 0b0110110001111 | --- | --------------------------------------- | ---
0x0d90 | 0b0110110010000 | 217 | minecraft:structure_void                | minecraft:structure_void
0x0d91 | 0b0110110010001 | --- | --------------------------------------- | ---
0x0d92 | 0b0110110010010 | --- | --------------------------------------- | ---
0x0d93 | 0b0110110010011 | --- | --------------------------------------- | ---
0x0d94 | 0b0110110010100 | --- | --------------------------------------- | ---
0x0d95 | 0b0110110010101 | --- | --------------------------------------- | ---
0x0d96 | 0b0110110010110 | --- | --------------------------------------- | ---
0x0d97 | 0b0110110010111 | --- | --------------------------------------- | ---
0x0d98 | 0b0110110011000 | --- | --------------------------------------- | ---
0x0d99 | 0b0110110011001 | --- | --------------------------------------- | ---
0x0d9a | 0b0110110011010 | --- | --------------------------------------- | ---
0x0d9b | 0b0110110011011 | --- | --------------------------------------- | ---
0x0d9c | 0b0110110011100 | --- | --------------------------------------- | ---
0x0d9d | 0b0110110011101 | --- | --------------------------------------- | ---
0x0d9e | 0b0110110011110 | --- | --------------------------------------- | ---
0x0d9f | 0b0110110011111 | --- | --------------------------------------- | ---
0x0da0 | 0b0110110100000 | 218 | minecraft:observer                      | minecraft:observer[facing=down,powered=false]
0x0da1 | 0b0110110100001 | 218 | minecraft:observer                      | minecraft:observer[facing=up,powered=false]
0x0da2 | 0b0110110100010 | 218 | minecraft:observer                      | minecraft:observer[facing=north,powered=false]
0x0da3 | 0b0110110100011 | 218 | minecraft:observer                      | minecraft:observer[facing=south,powered=false]
0x0da4 | 0b0110110100100 | 218 | minecraft:observer                      | minecraft:observer[facing=west,powered=false]
0x0da5 | 0b0110110100101 | 218 | minecraft:observer                      | minecraft:observer[facing=east,powered=false]
0x0da6 | 0b0110110100110 | --- | --------------------------------------- | ---
0x0da7 | 0b0110110100111 | --- | --------------------------------------- | ---
0x0da8 | 0b0110110101000 | 218 | minecraft:observer                      | minecraft:observer[facing=down,powered=true]
0x0da9 | 0b0110110101001 | 218 | minecraft:observer                      | minecraft:observer[facing=up,powered=true]
0x0daa | 0b0110110101010 | 218 | minecraft:observer                      | minecraft:observer[facing=north,powered=true]
0x0dab | 0b0110110101011 | 218 | minecraft:observer                      | minecraft:observer[facing=south,powered=true]
0x0dac | 0b0110110101100 | 218 | minecraft:observer                      | minecraft:observer[facing=west,powered=true]
0x0dad | 0b0110110101101 | 218 | minecraft:observer                      | minecraft:observer[facing=east,powered=true]
